Code,Name,Geography,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,Population
E07000163,Craven,Non-metropolitan District,853,874,875,784,775,804,857,921,938,678,739,729,638,581,483,477,487,399,370,391,366,295,252,258,229,865,15918
E07000164,Hambleton,Non-metropolitan District,1247,1279,1303,1255,1282,1256,1344,1458,1512,1121,1165,1152,972,846,704,825,753,734,627,623,520,486,386,337,343,1058,24588
E07000165,Harrogate,Non-metropolitan District,1995,1967,1881,1860,1898,1863,2015,2156,2350,1745,1774,1599,1436,1328,1217,1246,1183,1166,1008,974,863,786,675,622,548,2302,38457
E07000166,Richmondshire,Non-metropolitan District,669,623,649,606,644,585,680,667,739,575,523,519,453,400,368,353,361,319,299,267,260,206,174,142,138,471,11690
E07000167,Ryedale,Non-metropolitan District,800,809,818,791,795,845,805,858,912,696,704,712,634,517,425,482,486,414,359,338,329,295,264,213,228,706,15235
E07000168,Scarborough,Non-metropolitan District,1519,1649,1571,1583,1592,1601,1665,1694,1942,1450,1406,1333,1217,985,965,905,962,877,730,729,644,533,489,401,392,1370,30204
E07000169,Selby,Non-metropolitan District,1053,1142,1011,1011,1065,1086,1100,1088,1219,882,874,791,761,670,532,514,517,473,456,452,366,310,281,253,216,743,18866
E07000032,Amber Valley,Non-metropolitan District,1527,1586,1553,1483,1549,1618,1670,1745,1899,1344,1295,1385,1208,1011,879,815,831,727,677,603,513,465,468,357,295,1344,28847
E07000033,Bolsover,Non-metropolitan District,919,919,894,895,911,920,852,949,976,795,840,774,674,629,507,472,453,415,412,346,330,279,250,194,161,651,16417
E07000034,Chesterfield,Non-metropolitan District,1221,1230,1236,1143,1212,1248,1185,1254,1387,1055,953,1064,952,777,680,685,685,642,562,451,443,436,364,346,234,1066,22511
E07000035,Derbyshire Dales,Non-metropolitan District,1001,1041,1075,1053,1095,1047,1080,1179,1295,954,857,953,837,702,619,560,565,550,544,452,390,352,304,277,280,864,19926
E07000036,Erewash,Non-metropolitan District,1228,1231,1222,1212,1211,1159,1244,1341,1497,1140,1091,1098,981,809,685,797,667,692,625,563,515,442,384,407,370,1198,23809
E07000037,High Peak,Non-metropolitan District,1066,1161,1132,1126,1096,1114,1107,1210,1266,953,893,912,763,722,616,591,559,501,427,439,383,357,275,263,213,828,19973
E07000038,North East Derbyshire,Non-metropolitan District,1328,1417,1271,1245,1296,1322,1444,1442,1528,1288,1297,1246,1081,931,825,798,832,750,614,539,535,410,406,319,308,926,25398
E07000039,South Derbyshire,Non-metropolitan District,1136,1207,1198,1132,1087,1130,1091,1209,1303,947,935,903,801,657,592,573,582,482,412,408,391,301,259,306,249,797,20088
E07000129,Blaby,Non-metropolitan District,1049,1031,1153,1082,1002,1119,1152,1193,1290,963,966,930,867,720,647,598,683,590,588,471,432,417,364,303,245,942,20797
E07000130,Charnwood,Non-metropolitan District,1832,1846,1916,1911,1830,1731,1923,1919,2090,1491,1540,1567,1396,1115,1058,1054,976,897,884,757,687,614,569,517,443,1619,34182
E07000131,Harborough,Non-metropolitan District,1067,1116,1082,1074,1104,1154,1129,1203,1342,1026,983,1001,886,693,560,650,620,585,559,486,444,379,299,302,284,970,20998
E07000132,Hinckley and Bosworth,Non-metropolitan District,1258,1347,1418,1316,1363,1386,1486,1561,1510,1174,1228,1151,1039,873,731,731,773,709,578,542,486,374,354,325,332,1121,25166
E07000133,Melton,Non-metropolitan District,647,659,677,664,711,639,669,735,747,539,553,542,493,385,351,395,325,321,245,268,223,240,175,168,143,535,12049
E07000134,North West Leicestershire,Non-metropolitan District,1163,1143,1178,1162,1145,1197,1183,1270,1366,1098,1020,993,865,725,597,614,585,542,454,439,371,323,284,258,225,909,21109
E07000135,Oadby and Wigston,Non-metropolitan District,597,563,656,561,582,572,670,594,673,488,525,539,502,408,396,377,389,409,390,327,316,292,271,221,195,861,12374
E07000136,Boston,Non-metropolitan District,827,841,771,802,765,825,786,836,889,697,671,664,580,499,482,478,442,377,360,328,332,254,249,196,185,711,14847
E07000137,East Lindsey,Non-metropolitan District,2229,2268,2393,2207,2361,2430,2394,2546,2793,2207,2117,2048,1732,1609,1296,1284,1262,1126,1013,915,821,630,663,623,479,1713,43159
E07000138,Lincoln,Non-metropolitan District,808,843,839,831,835,826,806,852,841,702,647,635,604,453,438,453,444,407,364,398,343,303,252,267,223,902,15316
E07000139,North Kesteven,Non-metropolitan District,1364,1369,1381,1353,1395,1502,1500,1642,1736,1327,1348,1350,1170,1078,927,979,941,866,739,620,513,512,423,386,343,1104,27868
E07000140,South Holland,Non-metropolitan District,1172,1196,1143,1173,1221,1158,1286,1356,1524,1090,1062,982,982,831,720,738,695,665,675,538,487,446,384,333,330,1105,23292
E07000141,South Kesteven,Non-metropolitan District,1736,1782,1814,1718,1752,1850,1755,1985,2124,1679,1552,1506,1344,1306,1002,1004,972,853,849,740,655,594,507,439,430,1608,33556
E07000142,West Lindsey,Non-metropolitan District,1336,1324,1309,1274,1224,1317,1361,1462,1562,1177,1113,1200,1054,860,733,693,716,616,636,520,514,361,370,310,247,951,24240
E07000170,Ashfield,Non-metropolitan District,1331,1384,1368,1348,1331,1377,1338,1424,1411,1152,1174,1197,1155,902,847,799,781,659,644,535,467,432,356,314,266,927,24919
E07000171,Bassetlaw,Non-metropolitan District,1458,1461,1441,1347,1346,1432,1474,1600,1610,1247,1223,1190,1099,929,839,794,783,702,653,555,537,495,350,388,321,1142,26416
E07000172,Broxtowe,Non-metropolitan District,1224,1225,1285,1181,1243,1325,1288,1386,1625,1121,1138,1121,957,837,763,800,716,708,629,543,526,419,380,388,272,1161,24261
E07000173,Gedling,Non-metropolitan District,1310,1342,1308,1427,1271,1362,1425,1445,1545,1093,1119,1073,980,853,758,761,773,752,695,624,528,491,389,392,276,964,24956
E07000174,Mansfield,Non-metropolitan District,1267,1248,1184,1125,1225,1154,1189,1173,1194,1025,1015,967,883,728,640,624,632,559,524,519,412,366,320,271,276,895,21415
E07000175,Newark and Sherwood,Non-metropolitan District,1506,1497,1387,1465,1425,1473,1524,1604,1767,1366,1253,1267,1158,996,828,834,872,759,679,600,544,447,423,333,354,1219,27580
E07000176,Rushcliffe,Non-metropolitan District,1264,1304,1243,1326,1327,1326,1320,1422,1604,1189,1140,1171,991,875,748,792,772,700,656,610,589,519,467,417,353,1414,25539
E07000192,Cannock Chase,Non-metropolitan District,1098,1143,1062,989,1009,1097,1028,1088,1192,944,964,868,835,707,568,604,606,536,521,431,352,315,294,250,246,879,19626
E07000193,East Staffordshire,Non-metropolitan District,1332,1262,1278,1160,1242,1226,1233,1290,1409,1067,1026,1115,981,859,718,766,704,615,635,552,472,423,386,325,296,1031,23403
E07000194,Lichfield,Non-metropolitan District,1170,1279,1281,1172,1228,1253,1312,1546,1615,1203,1361,1290,1147,1053,903,843,775,729,658,517,498,430,394,332,274,1099,25362
E07000195,Newcastle-under-Lyme,Non-metropolitan District,1402,1465,1423,1305,1401,1447,1456,1599,1610,1164,1244,1232,1052,940,901,788,792,779,757,626,550,536,466,434,320,1258,26947
E07000196,South Staffordshire,Non-metropolitan District,1399,1435,1469,1249,1410,1500,1478,1596,1671,1209,1296,1311,1226,1109,951,959,899,811,753,665,596,523,388,394,302,1211,27810
E07000197,Stafford,Non-metropolitan District,1579,1548,1597,1596,1641,1600,1729,1722,1884,1455,1427,1469,1387,1167,1017,996,1011,903,808,730,616,569,485,418,382,1414,31150
E07000198,Staffordshire Moorlands,Non-metropolitan District,1224,1285,1298,1296,1262,1426,1382,1558,1592,1205,1160,1161,1032,957,846,768,761,715,642,579,497,445,314,341,289,1015,25050
E07000199,Tamworth,Non-metropolitan District,866,902,856,793,833,833,851,890,901,726,674,718,628,509,433,449,442,362,350,320,245,216,229,167,142,508,14843
E07000218,North Warwickshire,Non-metropolitan District,713,808,742,721,777,731,799,858,863,682,692,687,579,539,417,460,414,375,365,324,270,236,204,207,173,650,14286
E07000219,Nuneaton and Bedworth,Non-metropolitan District,1409,1375,1417,1343,1316,1482,1362,1394,1536,1157,1270,1193,1045,849,806,751,731,759,646,528,445,433,377,339,317,890,25170
E07000220,Rugby,Non-metropolitan District,1049,1062,1010,1036,1002,1000,1103,1104,1227,967,1033,1036,939,740,695,632,683,605,585,538,429,385,291,307,300,1126,20884
E07000221,Stratford-on-Avon,Non-metropolitan District,1607,1638,1597,1653,1651,1601,1737,1835,2010,1753,1652,1638,1432,1216,1028,1030,990,1041,963,809,744,631,525,520,475,1844,33620
E07000222,Warwick,Non-metropolitan District,1375,1346,1361,1332,1360,1396,1455,1450,1554,1257,1255,1217,1160,970,823,866,840,763,747,708,624,495,503,432,397,1589,27275
E07000234,Bromsgrove,Non-metropolitan District,1172,1206,1180,1074,1117,1202,1175,1184,1263,1073,1035,1086,914,782,721,684,721,667,638,515,519,488,374,386,303,1369,22848
E07000235,Malvern Hills,Non-metropolitan District,1078,1116,1171,1108,1124,1141,1224,1249,1328,1047,976,1084,878,831,669,715,698,602,613,521,513,409,406,363,288,1255,22407
E07000236,Redditch,Non-metropolitan District,939,985,997,954,968,933,1002,936,915,807,721,725,606,522,419,437,417,340,393,305,242,237,176,196,193,641,16006
E07000237,Worcester,Non-metropolitan District,976,967,979,949,936,914,940,984,1051,773,796,721,709,643,556,554,481,488,496,405,357,341,308,282,249,831,17686
E07000238,Wychavon,Non-metropolitan District,1709,1808,1742,1655,1719,1794,1810,1892,2053,1554,1521,1529,1323,1160,1026,1030,1006,923,801,698,668,571,524,491,442,1793,33242
E07000239,Wyre Forest,Non-metropolitan District,1177,1311,1254,1260,1307,1310,1506,1468,1609,1203,1280,1268,1109,926,800,721,751,743,634,564,467,465,387,347,250,1133,25250
E07000008,Cambridge,Non-metropolitan District,986,973,841,895,854,842,856,784,872,682,690,660,564,558,508,495,481,486,451,387,403,348,339,280,260,1153,16648
E07000009,East Cambridgeshire,Non-metropolitan District,1001,1009,959,1002,931,986,1016,1055,1193,889,874,814,732,603,571,597,481,512,474,434,423,345,312,259,229,955,18656
E07000010,Fenland,Non-metropolitan District,1261,1278,1300,1239,1202,1214,1265,1393,1427,1141,1052,1018,959,811,691,691,715,624,620,531,509,435,370,359,354,1298,23757
E07000011,Huntingdonshire,Non-metropolitan District,1981,1926,1885,1895,1933,1923,2093,2146,2353,1792,1696,1628,1482,1332,1087,1083,1068,1008,897,766,671,663,515,526,415,1712,36476
E07000012,South Cambridgeshire,Non-metropolitan District,1601,1652,1625,1633,1598,1642,1682,1764,2008,1524,1496,1341,1320,1114,883,1000,953,897,816,735,696,575,540,528,433,1729,31785
E07000066,Basildon,Non-metropolitan District,1761,1746,1583,1678,1657,1655,1715,1825,2085,1562,1390,1359,1273,1081,946,1021,943,942,882,782,713,664,549,464,435,1536,32247
E07000067,Braintree,Non-metropolitan District,1705,1764,1666,1600,1692,1597,1757,1909,2108,1487,1403,1434,1292,1045,905,932,879,796,753,682,652,496,472,468,407,1595,31496
E07000068,Brentwood,Non-metropolitan District,804,747,735,706,743,740,736,863,992,703,713,649,626,511,422,469,485,475,464,437,378,360,288,309,276,1010,15641
E07000069,Castle Point,Non-metropolitan District,1081,1119,1115,1123,1119,1171,1237,1409,1609,1176,1111,1042,1035,843,780,711,753,664,614,621,443,429,395,306,286,901,23093
E07000070,Chelmsford,Non-metropolitan District,1829,1736,1768,1683,1773,1697,1841,2034,2307,1727,1541,1513,1341,1214,1003,1006,1040,989,967,891,787,680,568,571,510,1713,34729
E07000071,Colchester,Non-metropolitan District,1748,1751,1829,1745,1740,1807,1912,2112,2167,1596,1547,1508,1357,1198,996,1058,1009,959,837,765,699,636,595,515,445,1525,34056
E07000072,Epping Forest,Non-metropolitan District,1367,1352,1289,1276,1243,1284,1293,1362,1628,1187,1213,1124,1077,920,754,733,843,771,701,615,580,506,467,453,382,1502,25922
E07000073,Harlow,Non-metropolitan District,813,780,776,699,668,702,633,730,750,555,549,515,520,453,380,415,428,392,335,324,309,313,244,211,210,712,13416
E07000074,Maldon,Non-metropolitan District,831,886,899,876,833,884,956,1012,1093,846,799,780,656,545,485,506,522,429,414,419,286,269,267,232,194,725,16644
E07000075,Rochford,Non-metropolitan District,953,1006,1099,924,989,1004,1077,1211,1419,1004,941,900,831,751,593,658,636,600,568,513,452,387,368,348,245,900,20377
E07000076,Tendring,Non-metropolitan District,2037,2103,2216,2117,2098,2251,2451,2530,3047,2181,2036,2133,1871,1590,1359,1421,1379,1222,1155,990,1011,809,739,604,519,2182,44051
E07000077,Uttlesford,Non-metropolitan District,972,983,967,911,914,950,1008,1037,1101,865,804,859,703,633,530,572,513,494,412,404,399,404,275,264,253,1013,18240
E07000095,Broxbourne,Non-metropolitan District,876,851,866,812,827,805,835,979,1089,817,808,733,690,605,588,541,607,574,493,464,427,358,288,319,248,863,17363
E07000096,Dacorum,Non-metropolitan District,1587,1502,1522,1378,1386,1333,1419,1458,1595,1208,1147,1158,1052,863,759,773,836,710,760,627,592,533,482,514,401,1555,27150
E07000242,East Hertfordshire,Non-metropolitan District,1528,1498,1481,1316,1407,1418,1506,1543,1797,1199,1214,1179,1108,932,782,861,838,804,683,708,602,564,504,444,364,1399,27679
E07000098,Hertsmere,Non-metropolitan District,1053,1019,912,910,942,932,1056,1007,1144,937,821,840,799,610,543,625,584,585,520,489,459,445,362,316,284,1158,19352
E07000099,North Hertfordshire,Non-metropolitan District,1324,1337,1318,1227,1246,1380,1356,1366,1517,1135,1111,1103,1049,920,756,810,756,769,754,639,666,555,496,467,384,1415,25856
E07000240,St Albans,Non-metropolitan District,1290,1353,1348,1213,1222,1329,1229,1348,1481,1226,1076,1110,982,822,735,806,833,761,738,651,533,566,532,458,394,1584,25620
E07000243,Stevenage,Non-metropolitan District,831,768,721,701,673,689,648,724,791,588,571,517,521,465,382,441,404,387,390,356,361,327,202,240,220,752,13670
E07000102,Three Rivers,Non-metropolitan District,987,960,800,875,885,866,841,934,1026,736,788,737,656,591,468,536,489,490,488,434,412,351,353,277,261,981,17222
E07000103,Watford,Non-metropolitan District,734,793,641,662,682,651,646,647,708,547,564,497,538,399,375,388,410,357,391,315,285,276,229,232,184,707,12858
E07000241,Welwyn Hatfield,Non-metropolitan District,1003,1020,927,963,927,914,898,960,1096,815,758,809,730,622,573,617,577,531,581,498,500,424,393,343,348,1312,19139
E07000143,Breckland,Non-metropolitan District,1714,1792,1788,1802,1790,1826,1899,2086,2268,1776,1655,1604,1426,1251,1089,1093,1019,1049,973,840,765,679,561,560,462,1976,35743
E07000144,Broadland,Non-metropolitan District,1584,1681,1645,1568,1674,1764,1788,1962,2230,1599,1600,1543,1362,1169,1115,1055,1079,1025,969,833,775,670,603,560,495,1745,34093
E07000145,Great Yarmouth,Non-metropolitan District,1288,1262,1284,1257,1244,1291,1295,1438,1570,1225,1107,1111,1046,884,783,751,685,673,576,527,486,412,392,379,324,1262,24552
E07000146,King's Lynn and West Norfolk,Non-metropolitan District,1929,2002,1988,2060,1959,2061,2162,2313,2587,1905,1826,1771,1729,1542,1201,1304,1222,1158,1013,985,859,721,710,588,504,1828,39927
E07000147,North Norfolk,Non-metropolitan District,1675,1701,1715,1727,1793,1888,1846,1954,2314,1761,1540,1571,1454,1254,1051,1033,991,1026,959,871,807,689,634,555,507,1934,35250
E07000148,Norwich,Non-metropolitan District,1172,1130,1076,1127,1111,1061,1064,1173,1294,902,912,898,826,708,695,674,641,601,543,502,464,412,388,335,315,1345,21369
E07000149,South Norfolk,Non-metropolitan District,1707,1709,1760,1649,1690,1758,1779,1985,2257,1648,1618,1606,1435,1220,1052,1030,1075,942,948,829,730,686,580,558,421,1737,34409
E07000200,Babergh,Non-metropolitan District,1190,1182,1237,1170,1239,1327,1281,1469,1545,1219,1148,1111,993,913,768,760,752,642,651,536,559,444,393,352,348,1320,24549
E07000244,East Suffolk,Non-metropolitan District,3233,3454,3487,3411,3451,3524,3734,3964,4607,3329,3111,3137,2807,2529,1978,2168,2030,2003,1810,1653,1522,1402,1223,1081,939,3780,69367
E07000202,Ipswich,Non-metropolitan District,1316,1349,1296,1233,1263,1199,1186,1239,1321,1001,1010,885,814,771,664,668,686,699,594,558,556,435,401,376,297,1362,23179
E07000203,Mid Suffolk,Non-metropolitan District,1402,1468,1322,1421,1338,1402,1485,1541,1689,1226,1144,1177,1021,950,807,784,756,696,630,552,531,439,419,333,321,1185,26039
E07000245,West Suffolk,Non-metropolitan District,1820,1923,1945,1803,1884,1925,2042,2222,2444,1850,1718,1698,1535,1347,1234,1151,1201,1129,985,933,814,727,611,609,543,2271,38364
E07000061,Eastbourne,Non-metropolitan District,1111,1231,1175,1171,1254,1275,1330,1460,1596,1286,1126,1078,950,932,792,749,784,825,764,687,598,577,506,483,457,1965,26162
E07000062,Hastings,Non-metropolitan District,1039,1144,1055,1005,1007,981,1110,1193,1226,869,852,800,684,638,481,532,495,481,444,390,383,314,288,218,253,1237,19119
E07000063,Lewes,Non-metropolitan District,1314,1317,1272,1344,1330,1358,1426,1477,1652,1261,1166,1168,1074,912,798,832,849,786,674,655,605,534,484,463,378,1752,26881
E07000064,Rother,Non-metropolitan District,1440,1451,1464,1424,1510,1676,1548,1783,2143,1525,1408,1424,1298,1123,962,948,942,881,814,792,692,559,525,504,472,1938,31246
E07000065,Wealden,Non-metropolitan District,2089,2096,2177,2060,2076,2136,2259,2533,2755,2062,1980,1972,1828,1541,1201,1315,1279,1188,1107,967,910,812,736,672,605,2324,42680
E07000084,Basingstoke and Deane,Non-metropolitan District,1692,1751,1698,1645,1606,1650,1761,1818,2024,1534,1411,1394,1255,1084,978,981,916,896,743,700,614,524,503,447,354,1341,31320
E07000085,East Hampshire,Non-metropolitan District,1468,1451,1373,1437,1389,1466,1573,1663,1822,1466,1265,1319,1166,1089,889,920,881,834,769,750,608,599,553,471,412,1667,29300
E07000086,Eastleigh,Non-metropolitan District,1426,1438,1432,1379,1312,1373,1481,1513,1574,1200,1173,1155,1022,911,803,872,794,798,700,644,554,521,440,371,394,1484,26764
E07000087,Fareham,Non-metropolitan District,1340,1262,1330,1305,1348,1337,1490,1501,1774,1352,1270,1278,1153,998,863,894,884,807,744,722,626,624,501,501,401,1522,27827
E07000088,Gosport,Non-metropolitan District,919,910,896,896,909,908,1006,1006,1130,847,839,746,658,561,457,518,481,489,466,403,376,316,331,294,256,837,17455
E07000089,Hart,Non-metropolitan District,942,979,914,879,951,990,1020,1130,1222,954,899,920,816,707,654,661,651,563,529,504,384,393,307,286,230,1059,19544
E07000090,Havant,Non-metropolitan District,1557,1525,1512,1399,1396,1508,1532,1640,1830,1456,1441,1259,1235,969,897,988,976,873,860,671,726,588,565,484,443,1649,29979
E07000091,New Forest,Non-metropolitan District,2373,2529,2578,2461,2534,2610,2675,2886,3351,2434,2419,2362,2141,1884,1627,1698,1540,1579,1453,1384,1239,1111,1038,868,889,3507,53170
E07000092,Rushmoor,Non-metropolitan District,836,776,813,695,775,679,798,800,926,623,632,598,574,483,475,434,435,391,376,308,282,269,203,164,162,717,14224
E07000093,Test Valley,Non-metropolitan District,1487,1360,1389,1342,1378,1505,1444,1546,1798,1358,1294,1266,1186,1037,795,794,860,769,748,681,663,525,452,458,344,1399,27878
E07000094,Winchester,Non-metropolitan District,1380,1295,1277,1292,1377,1343,1399,1479,1620,1303,1236,1165,1068,897,872,882,817,781,737,654,598,522,524,467,430,1684,27099
E07000105,Ashford,Non-metropolitan District,1383,1285,1293,1359,1293,1370,1438,1560,1691,1248,1232,1171,1121,890,768,844,754,669,624,537,535,451,370,381,335,1171,25773
E07000106,Canterbury,Non-metropolitan District,1753,1723,1727,1679,1754,1795,1891,1942,2216,1699,1519,1508,1343,1228,1054,1067,1097,937,858,827,702,638,601,533,465,2069,34625
E07000107,Dartford,Non-metropolitan District,883,876,842,832,771,845,774,920,903,758,630,678,593,540,515,484,442,455,455,382,341,329,311,260,228,818,15865
E07000108,Dover,Non-metropolitan District,1549,1572,1520,1424,1482,1451,1608,1727,1852,1368,1295,1233,1072,1013,817,809,787,750,695,630,555,452,448,395,319,1378,28201
E07000112,Folkestone and Hythe,Non-metropolitan District,1353,1434,1464,1440,1460,1499,1577,1709,1932,1442,1262,1275,1081,964,806,895,823,691,735,604,574,479,447,372,373,1607,28298
E07000109,Gravesham,Non-metropolitan District,1017,1001,1001,893,994,873,975,1001,1129,876,795,770,786,643,562,613,601,558,494,450,452,402,323,297,237,860,18603
E07000110,Maidstone,Non-metropolitan District,1766,1667,1656,1694,1659,1729,1784,1942,2203,1662,1422,1462,1343,1171,1005,1010,1044,945,896,838,699,646,590,541,455,1566,33395
E07000111,Sevenoaks,Non-metropolitan District,1277,1312,1393,1246,1342,1349,1367,1482,1635,1282,1153,1167,1065,882,786,787,833,700,716,652,577,521,475,427,409,1441,26276
E07000113,Swale,Non-metropolitan District,1607,1605,1529,1452,1581,1658,1670,1753,1969,1373,1453,1333,1143,981,892,937,839,777,660,631,545,435,415,379,334,1159,29110
E07000114,Thanet,Non-metropolitan District,1802,1839,1768,1751,1800,1813,1823,2029,2207,1655,1537,1525,1380,1191,1036,1046,975,916,833,768,685,589,537,470,461,1596,34032
E07000115,Tonbridge and Malling,Non-metropolitan District,1299,1278,1296,1290,1144,1286,1290,1479,1624,1200,1098,1200,1064,936,782,788,803,722,682,628,558,497,438,345,292,1168,25187
E07000116,Tunbridge Wells,Non-metropolitan District,1204,1242,1101,1028,1114,1226,1272,1261,1367,1060,1048,1030,935,813,687,728,700,666,563,535,491,486,475,379,378,1621,23410
E07000177,Cherwell,Non-metropolitan District,1599,1412,1486,1407,1469,1507,1545,1598,1625,1205,1244,1182,1170,1007,819,861,866,790,748,689,628,524,445,409,412,1411,28058
E07000178,Oxford,Non-metropolitan District,1032,1074,1025,989,986,1038,982,987,1027,825,837,751,758,671,559,601,589,492,519,479,399,383,360,351,249,1189,19152
E07000179,South Oxfordshire,Non-metropolitan District,1556,1540,1473,1443,1462,1457,1584,1701,1766,1482,1409,1423,1300,1099,986,989,990,965,820,743,703,610,540,470,406,1544,30461
E07000180,Vale of White Horse,Non-metropolitan District,1401,1463,1402,1316,1444,1439,1468,1559,1732,1222,1288,1261,1064,997,902,867,827,784,757,742,628,513,485,443,371,1536,27911
E07000181,West Oxfordshire,Non-metropolitan District,1281,1226,1253,1124,1288,1308,1267,1416,1382,1134,1175,1132,1013,813,769,768,784,637,631,595,548,497,430,434,353,1349,24607
E07000207,Elmbridge,Non-metropolitan District,1296,1251,1321,1262,1260,1221,1284,1377,1449,1185,1063,1055,1001,824,772,741,804,744,712,648,607,557,466,442,427,1816,25585
E07000208,Epsom and Ewell,Non-metropolitan District,780,683,785,712,788,744,802,811,929,701,606,639,632,513,490,467,459,413,418,347,347,272,254,256,227,768,14843
E07000209,Guildford,Non-metropolitan District,1408,1288,1250,1225,1232,1273,1371,1374,1523,1180,1052,1105,944,835,769,801,779,706,685,616,570,491,458,440,372,1422,25169
E07000210,Mole Valley,Non-metropolitan District,1071,1013,1030,1023,891,1017,980,1110,1253,1004,951,916,877,723,592,659,675,630,594,508,506,437,403,419,333,1267,20882
E07000211,Reigate and Banstead,Non-metropolitan District,1435,1388,1331,1357,1371,1381,1391,1542,1624,1253,1168,1132,1046,927,789,820,813,773,702,641,604,539,533,515,423,1798,27296
E07000212,Runnymede,Non-metropolitan District,781,804,745,738,677,732,765,831,892,712,636,647,627,543,438,489,463,431,402,413,398,360,310,254,252,934,15274
E07000213,Spelthorne,Non-metropolitan District,989,945,930,888,911,909,947,960,1096,847,826,798,754,666,603,650,590,568,557,567,413,372,352,319,275,970,18702
E07000214,Surrey Heath,Non-metropolitan District,950,851,870,843,796,845,874,953,1095,805,768,807,792,632,543,578,574,500,487,512,398,424,373,307,268,941,17786
E07000215,Tandridge,Non-metropolitan District,947,945,950,873,855,904,956,1088,1097,891,802,843,732,641,530,604,547,514,470,449,367,413,327,286,253,1223,18507
E07000216,Waverley,Non-metropolitan District,1297,1352,1271,1265,1297,1340,1447,1461,1579,1309,1284,1316,1237,999,857,854,915,854,792,756,702,610,578,528,465,1930,28295
E07000217,Woking,Non-metropolitan District,980,905,946,886,904,908,919,924,943,781,725,721,652,607,529,543,495,503,481,457,369,356,332,296,304,1095,17561
E07000223,Adur,Non-metropolitan District,745,694,773,711,758,722,842,865,943,687,684,674,674,526,448,523,491,478,413,400,365,288,261,250,209,762,15186
E07000224,Arun,Non-metropolitan District,2151,2147,2071,2276,2162,2369,2529,2674,2949,2271,2199,2060,2055,1631,1435,1562,1489,1424,1304,1179,1071,950,781,780,684,2695,46898
